name;father;mother;born_place;birthplace_link;relatives;degrees;educated_at;occupation;born_day;born_month;born_year
Michael Gahler;;;Frankfurt;http://www.wikidata.org/entity/Q1794;;;Friedrich-Dessauer-Gymnasium, Frankfurt;politician,lawyer;22;04;1960
Rainer Wieland;;;Stuttgart;http://www.wikidata.org/entity/Q1022;;;University of Paris;politician,lawyer;19;02;1957
Peter Liese;;;Olsberg;http://www.wikidata.org/entity/Q10921;;phd;University of Bonn;doctor,politician;20;05;1965
Markus Ferber;;;Augsburg;http://www.wikidata.org/entity/Q2749;;;Technical University of Munich;engineer,politician;15;01;1965
Bill Newton Dunn;;;Greywell;http://www.wikidata.org/entity/Q4652387;;;Marlborough College,Gonville and Caius College;politician;03;10;1941
Chris MacManus;Seán MacManus;;Cork;http://www.wikidata.org/entity/Q36647;Seán MacManus;;Summerhill College;politician;13;03;1970
Martin Sonneborn;Engelbert Sonneborn;;Göttingen;http://www.wikidata.org/entity/Q3033;Engelbert Sonneborn;;;politician,media,writer;15;05;1965
Evelyn Regner;;;Vienna;http://www.wikidata.org/entity/Q1741;;;University of Salzburg;politician;24;01;1966
Peter Jahr;;;Burgstädt;http://www.wikidata.org/entity/Q71095;;;Leipzig University;politician;24;04;1959
Manfred Weber;;;Niederhatzkofen;http://www.wikidata.org/entity/Q28047903;;;Munich University of Applied Sciences;politician;14;07;1972
Harald Vilimsky;;;Vienna;http://www.wikidata.org/entity/Q1741;;;University of Vienna;politician,media;22;07;1966
Maite Pagazaurtundúa;;;Hernani;http://www.wikidata.org/entity/Q1441329;;;University of Deusto;politician,writer;11;02;1965
Brian Monteith;;;Edinburgh;http://www.wikidata.org/entity/Q23436;;;Portobello High School,Heriot-Watt University;politician;08;01;1958
Adam Jarubas;;;Busko-Zdrój;http://www.wikidata.org/entity/Q256782;;;Q9296668,Jan Kochanowski University;politician;17;12;1974
Andrzej Halicki;;;Warsaw;http://www.wikidata.org/entity/Q270;;;SGH Warsaw School of Economics;politician;26;11;1961
Cornelia Ernst;;;Bad Saarow;http://www.wikidata.org/entity/Q49421;;;;politician;30;11;1956
Andżelika Możdżanowska;;;Kępno;http://www.wikidata.org/entity/Q640493;;;Poznań University of Economics;politician,researcher;20;03;1975
Anna Zalewska;;;Świebodzice;http://www.wikidata.org/entity/Q387449;;;University of Wrocław;politician;06;07;1965
Sabine Verheyen;;;Aachen;http://www.wikidata.org/entity/Q1017;;;St. Ursula Gymnasium Aachen,FH Aachen;politician;24;10;1964
Bogdan Rzońca;;;Zarzecze, Jasło County;http://www.wikidata.org/entity/Q8066967;;;Pedagogical University of Kraków;politician;01;02;1961
Petri Sarvamaa;;;Joensuu;http://www.wikidata.org/entity/Q186237;;;University of Helsinki;politician,media;15;09;1960
Jacek Saryusz-Wolski;;;Łódź;http://www.wikidata.org/entity/Q580;;phd;I Liceum Ogólnokształcące in Łódź,University of Łódź;politician,official,researcher;01;01;1948
Jacek Saryusz-Wolski;;;Łódź;http://www.wikidata.org/entity/Q580;;phd;I Liceum Ogólnokształcące in Łódź,University of Łódź;politician,official,researcher;19;09;1948
Petra Kammerevert;;;Duisburg;http://www.wikidata.org/entity/Q2100;;university;University of Duisburg-Essen;politician;01;06;1966
Kosma Złotowski;;;Bydgoszcz;http://www.wikidata.org/entity/Q41252;;;University of Warsaw;politician;14;01;1964
Elżbieta Rafalska;;;Wschowa;http://www.wikidata.org/entity/Q717938;;;University of Szczecin;politician;22;06;1955
Dacian Cioloș;;;Zalău;http://www.wikidata.org/entity/Q145292;;;École nationale supérieure agronomique de Montpellier,University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca;engineer,politician,researcher;27;07;1969
Pascal Canfin;;;Arras;http://www.wikidata.org/entity/Q131329;;;Institut d'études politiques de Bordeaux,Newcastle University;politician,teacher,media;22;08;1974
Jarosław Duda;;;Wrocław;http://www.wikidata.org/entity/Q1799;;;John Paul II Catholic University of Lublin;politician;29;04;1964
Rafał Romanowski;;;Ciechanów;http://www.wikidata.org/entity/Q745051;;;Pułtusk Academy of Humanities;politician;15;02;1978
Karol Karski;;;Warsaw;http://www.wikidata.org/entity/Q270;;phd;Faculty of Law and Administration, University of Warsaw;politician;13;05;1966
Tomasz Piotr PORĘBA;;;Grybów;http://www.wikidata.org/entity/Q990669;;;Pedagogical University of Kraków;politician,athlete;31;03;1973
Philippe Lamberts;;;Brussels metropolitan area;http://www.wikidata.org/entity/Q9005;;;Université catholique de Louvain;politician;14;03;1963
Witold Waszczykowski;;;Piotrków Trybunalski;http://www.wikidata.org/entity/Q158004;;phd;University of Oregon,Geneva Graduate Institute,University of Łódź;researcher,politician,teacher,official;05;05;1957
Zdzisław Krasnodębski;;;Choszczno;http://www.wikidata.org/entity/Q640223;;phd;Faculty of Philosophy and Sociology, University of Warsaw,Ruhr University Bochum;politician,teacher,researcher;11;04;1953
Alexandr Vondra;;;Prague;http://www.wikidata.org/entity/Q1085;;;Faculty of Science, Charles University;politician,researcher,official,media;17;08;1961
Juan Fernando López Aguilar;;;Las Palmas de Gran Canaria;http://www.wikidata.org/entity/Q11974;;phd;University of Bologna,University of Granada,The Fletcher School of Law and Diplomacy,Complutense University of Madrid,Tufts University;politician,lawyer,teacher,caricaturist;10;06;1961
Roberto Gualtieri;;;Rome;http://www.wikidata.org/entity/Q220;;;Sapienza University of Rome;politician,teacher,researcher;19;07;1966
Nils Torvalds;Ole Torvalds;noble Märta Wendt;Ekenäs;http://www.wikidata.org/entity/Q1004838;Ole Torvalds,noble Märta Wendt;;University of Helsinki;politician,media;07;08;1945
Jean-Paul Garraud;;;Toulouse;http://www.wikidata.org/entity/Q7880;;;French National School for the Judiciary;politician,lawyer,official;27;02;1956
Jens Geier;;;Frankfurt;http://www.wikidata.org/entity/Q1794;;university;Helmholtz-Gymnasium (Essen, Germany),Ruhr University Bochum;consultant,politician,researcher;22;06;1961
Martin Häusling;;;Bad Wildungen;http://www.wikidata.org/entity/Q516462;;;;politician;26;03;1961
Jiří Pospíšil;;;Chomutov;http://www.wikidata.org/entity/Q146356;;;Grammar School at Mikulasske Namesti,University of West Bohemia;collector,teacher,politician,lawyer,researcher;24;11;1975
Helmut Scholz;Paul Scholz;;Berlin;http://www.wikidata.org/entity/Q64;Paul Scholz;;Moscow State Institute of International Relations;politician,trade unionist;21;06;1954
Manuela Ripa;;;Saarbrücken;http://www.wikidata.org/entity/Q1724;;;Saarland University,Gymnasium am Rotenbühl;politician;01;01;1976
Csaba Molnár;;;Csorna;http://www.wikidata.org/entity/Q843001;;;Eötvös Loránd University;politician,lawyer;04;12;1975
Roberts Zīle;;;Riga;http://www.wikidata.org/entity/Q1773;;phd;University of Latvia,Latvia University of Life Sciences and Technologies;politician,researcher;20;06;1958
Daniel Hannan;;;Lima;http://www.wikidata.org/entity/Q2868;;;Marlborough College,Oriel College,Winchester House School;politician,media,columnist,writer;01;09;1971
Rasmus Andresen;;;Essen;http://www.wikidata.org/entity/Q2066;;;FernUniversität in Hagen;politician;20;02;1986
Marion Walsmann;;;Erfurt;http://www.wikidata.org/entity/Q1729;;;Leipzig University;politician,lawyer;17;03;1963
Derk Jan Eppink;;;Steenderen;http://www.wikidata.org/entity/Q285907;;;Free University of Amsterdam,University of Amsterdam;politician,media,columnist,writer;07;11;1958
Viola von Cramon-Taubadel;;;Halle;http://www.wikidata.org/entity/Q225774;;;FernUniversität in Hagen;politician;23;03;1970
Toine Manders;;;Stiphout;http://www.wikidata.org/entity/Q2709958;;;Maastricht University;politician;14;03;1956
Colm Markey;;;Drogheda;http://www.wikidata.org/entity/Q207223;;;;politician;03;01;1972
Chris Davies;;;Lytham St Annes;http://www.wikidata.org/entity/Q1757473;;;University of Kent,Cheadle Hulme School,Gonville and Caius College;politician;07;07;1954
Patrick Breyer;;;Frankfurt;http://www.wikidata.org/entity/Q1794;;university,phd;Goethe University Frankfurt;politician,lawyer;01;01;1977
Saraswati Matthieu;;;Aalst;http://www.wikidata.org/entity/Q13121;;;Ghent University;politician;21;05;1981
